Branch,City,Customer Type,Gender,Product,Unit Price,Quantity,Tax 5%,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
C,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,9.076,1/8/2019,13:48,Credit card,181.52,4.761904762,9.076,8.7
C,Naypyitaw,Member,Female,Health and beauty,81.51,1,4.0755,1/22/2019,10:57,Ewallet,81.51,4.761904762,4.0755,9.2
B,Mandalay,Normal,Female,Health and beauty,57.22,2,5.722,1/12/2019,17:13,Ewallet,114.44,4.761904762,5.722,8.3
A,Yangon,Member,Female,Electronic accessories,25.22,7,8.827,2/4/2019,10:23,Cash,176.54,4.761904762,8.827,8.2
C,Naypyitaw,Member,Female,Food and beverages,38.6,3,5.79,3/28/2019,13:57,Ewallet,115.8,4.761904762,5.79,7.5
C,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,12.6075,1/23/2019,13:29,Cash,252.15,4.761904762,12.6075,9.8
C,Naypyitaw,Member,Female,Fashion accessories,97.21,10,48.605,2/8/2019,13:00,Credit card,972.1,4.761904762,48.605,8.7
B,Mandalay,Member,Male,Fashion accessories,25.42,8,10.168,3/19/2019,19:42,Credit card,203.36,4.761904762,10.168,6.7
C,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,0.814,3/9/2019,15:36,Cash,16.28,4.761904762,0.814,5
B,Mandalay,Member,Male,Fashion accessories,40.61,9,18.2745,1/2/2019,13:40,Cash,365.49,4.761904762,18.2745,7
A,Yangon,Member,Male,Health and beauty,53.17,7,18.6095,1/21/2019,18:01,Cash,372.19,4.761904762,18.6095,8.9
B,Mandalay,Member,Female,Food and beverages,20.87,3,3.1305,3/20/2019,13:53,Credit card,62.61,4.761904762,3.1305,8
B,Mandalay,Normal,Male,Sports and travel,67.27,5,16.8175,2/27/2019,17:27,Cash,336.35,4.761904762,16.8175,6.9
A,Yangon,Member,Female,Home and lifestyle,90.65,10,45.325,3/8/2019,10:53,Ewallet,906.5,4.761904762,45.325,7.3
B,Mandalay,Normal,Male,Fashion accessories,69.08,2,6.908,1/31/2019,19:48,Credit card,138.16,4.761904762,6.908,6.9
C,Naypyitaw,Normal,Male,Food and beverages,43.27,2,4.327,3/8/2019,16:53,Ewallet,86.54,4.761904762,4.327,5.7
A,Yangon,Normal,Female,Electronic accessories,23.46,6,7.038,1/13/2019,19:14,Ewallet,140.76,4.761904762,7.038,6.4
B,Mandalay,Normal,Male,Fashion accessories,95.54,7,33.439,3/9/2019,14:36,Credit card,668.78,4.761904762,33.439,9.6
B,Mandalay,Normal,Female,Fashion accessories,47.44,1,2.372,2/22/2019,18:19,Credit card,47.44,4.761904762,2.372,6.8
C,Naypyitaw,Normal,Male,Sports and travel,99.24,9,44.658,3/19/2019,19:09,Ewallet,893.16,4.761904762,44.658,9
C,Naypyitaw,Member,Male,Sports and travel,82.93,4,16.586,1/20/2019,16:51,Ewallet,331.72,4.761904762,16.586,9.6
A,Yangon,Normal,Male,Home and lifestyle,33.99,6,10.197,3/8/2019,15:37,Credit card,203.94,4.761904762,10.197,7.7
C,Naypyitaw,Member,Male,Food and beverages,17.04,4,3.408,3/8/2019,20:15,Ewallet,68.16,4.761904762,3.408,7
C,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,16.344,2/7/2019,14:38,Credit card,326.88,4.761904762,16.344,6.5
C,Naypyitaw,Member,Male,Food and beverages,17.44,5,4.36,1/15/2019,19:25,Cash,87.2,4.761904762,4.36,8.1
B,Mandalay,Member,Female,Sports and travel,88.43,8,35.372,3/22/2019,19:35,Credit card,707.44,4.761904762,35.372,4.3
A,Yangon,Member,Female,Home and lifestyle,89.21,9,40.1445,1/15/2019,15:42,Credit card,802.89,4.761904762,40.1445,6.5
C,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,0.639,1/8/2019,14:11,Ewallet,12.78,4.761904762,0.639,9.5
A,Yangon,Normal,Female,Sports and travel,19.1,7,6.685,1/15/2019,10:43,Cash,133.7,4.761904762,6.685,9.7
B,Mandalay,Member,Female,Health and beauty,19.15,1,0.9575,1/28/2019,17:58,Credit card,19.15,4.761904762,0.9575,9.5
C,Naypyitaw,Member,Male,Food and beverages,27.66,10,13.83,2/14/2019,11:26,Credit card,276.6,4.761904762,13.83,8.9
C,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,6.861,3/10/2019,17:38,Credit card,137.22,4.761904762,6.861,6.5
B,Mandalay,Member,Female,Health and beauty,27.07,1,1.3535,1/12/2019,20:07,Credit card,27.07,4.761904762,1.3535,5.3
B,Mandalay,Member,Female,Sports and travel,39.12,1,1.956,3/26/2019,11:02,Credit card,39.12,4.761904762,1.956,9.6
B,Mandalay,Normal,Female,Electronic accessories,74.71,6,22.413,1/1/2019,19:07,Cash,448.26,4.761904762,22.413,6.7
B,Mandalay,Normal,Male,Electronic accessories,22.01,6,6.603,1/2/2019,18:50,Cash,132.06,4.761904762,6.603,7.6
A,Yangon,Normal,Female,Food and beverages,63.61,5,15.9025,3/16/2019,12:43,Ewallet,318.05,4.761904762,15.9025,4.8
A,Yangon,Normal,Male,Health and beauty,25,1,1.25,3/3/2019,15:09,Ewallet,25,4.761904762,1.25,5.5
A,Yangon,Member,Male,Electronic accessories,20.77,4,4.154,1/31/2019,13:47,Cash,83.08,4.761904762,4.154,4.7
B,Mandalay,Member,Female,Fashion accessories,29.56,5,7.39,2/13/2019,16:59,Cash,147.8,4.761904762,7.39,6.9
B,Mandalay,Member,Female,Food and beverages,77.4,9,34.83,2/15/2019,14:15,Credit card,696.6,4.761904762,34.83,4.5
B,Mandalay,Normal,Male,Electronic accessories,79.39,10,39.695,2/7/2019,20:24,Cash,793.9,4.761904762,39.695,6.2
C,Naypyitaw,Member,Female,Electronic accessories,46.57,10,23.285,1/27/2019,13:58,Cash,465.7,4.761904762,23.285,7.6
C,Naypyitaw,Normal,Male,Food and beverages,35.89,1,1.7945,2/23/2019,16:52,Credit card,35.89,4.761904762,1.7945,7.9
C,Naypyitaw,Normal,Male,Food and beverages,40.52,5,10.13,2/3/2019,15:19,Cash,202.6,4.761904762,10.13,4.5
B,Mandalay,Member,Female,Food and beverages,73.05,10,36.525,3/3/2019,12:25,Credit card,730.5,4.761904762,36.525,8.7
C,Naypyitaw,Normal,Female,Sports and travel,73.95,4,14.79,2/3/2019,10:02,Cash,295.8,4.761904762,14.79,6.1
C,Naypyitaw,Member,Female,Food and beverages,22.62,1,1.131,3/17/2019,18:58,Cash,22.62,4.761904762,1.131,6.4
A,Yangon,Member,Male,Food and beverages,51.34,5,12.835,3/28/2019,15:31,Credit card,256.7,4.761904762,12.835,9.1
C,Naypyitaw,Member,Female,Sports and travel,54.55,10,27.275,3/2/2019,11:22,Credit card,545.5,4.761904762,27.275,7.1
C,Naypyitaw,Member,Female,Health and beauty,37.15,7,13.0025,2/8/2019,13:12,Credit card,260.05,4.761904762,13.0025,7.7
B,Mandalay,Normal,Male,Sports and travel,37.02,6,11.106,3/22/2019,18:33,Cash,222.12,4.761904762,11.106,4.5
C,Naypyitaw,Normal,Male,Food and beverages,21.58,1,1.079,2/9/2019,10:02,Ewallet,21.58,4.761904762,1.079,7.2
C,Naypyitaw,Member,Female,Electronic accessories,98.84,1,4.942,2/15/2019,11:21,Cash,98.84,4.761904762,4.942,8.4
C,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,25.131,1/23/2019,12:10,Ewallet,502.62,4.761904762,25.131,5.4
A,Yangon,Member,Female,Sports and travel,40.05,4,8.01,1/25/2019,11:40,Cash,160.2,4.761904762,8.01,9.7
A,Yangon,Member,Male,Fashion accessories,43.13,10,21.565,2/2/2019,18:31,Credit card,431.3,4.761904762,21.565,5.5
B,Mandalay,Member,Male,Health and beauty,72.57,8,29.028,3/30/2019,17:58,Cash,580.56,4.761904762,29.028,4.6
A,Yangon,Member,Female,Electronic accessories,64.44,5,16.11,3/30/2019,17:04,Cash,322.2,4.761904762,16.11,6.6
A,Yangon,Normal,Male,Health and beauty,65.18,3,9.777,2/25/2019,20:35,Credit card,195.54,4.761904762,9.777,6.3
A,Yangon,Normal,Female,Sports and travel,33.26,5,8.315,3/18/2019,16:10,Credit card,166.3,4.761904762,8.315,4.2
C,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,16.814,3/7/2019,16:54,Ewallet,336.28,4.761904762,16.814,4.4
B,Mandalay,Normal,Male,Sports and travel,34.37,10,17.185,3/16/2019,10:11,Ewallet,343.7,4.761904762,17.185,6.7
A,Yangon,Normal,Male,Electronic accessories,38.6,1,1.93,1/29/2019,11:26,Ewallet,38.6,4.761904762,1.93,6.7
C,Naypyitaw,Normal,Male,Food and beverages,65.97,8,26.388,2/2/2019,20:29,Cash,527.76,4.761904762,26.388,8.4
C,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,16.4,2/15/2019,12:12,Cash,328,4.761904762,16.4,6.2
A,Yangon,Normal,Male,Sports and travel,37.14,5,9.285,1/8/2019,13:05,Ewallet,185.7,4.761904762,9.285,5
B,Mandalay,Member,Male,Home and lifestyle,60.38,10,30.19,2/12/2019,16:19,Cash,603.8,4.761904762,30.19,6
C,Naypyitaw,Member,Female,Sports and travel,36.98,10,18.49,1/1/2019,19:48,Credit card,369.8,4.761904762,18.49,7
B,Mandalay,Member,Female,Sports and travel,49.49,4,9.898,3/21/2019,15:25,Ewallet,197.96,4.761904762,9.898,6.6
B,Mandalay,Normal,Female,Fashion accessories,41.09,10,20.545,2/28/2019,14:42,Cash,410.9,4.761904762,20.545,7.3
A,Yangon,Normal,Male,Fashion accessories,37.15,4,7.43,3/23/2019,18:59,Ewallet,148.6,4.761904762,7.43,8.3
C,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,1.148,1/30/2019,20:47,Cash,22.96,4.761904762,1.148,4.3
B,Mandalay,Member,Female,Home and lifestyle,77.68,9,34.956,2/4/2019,13:21,Ewallet,699.12,4.761904762,34.956,9.8
B,Mandalay,Normal,Female,Fashion accessories,34.7,2,3.47,3/13/2019,19:48,Ewallet,69.4,4.761904762,3.47,8.2
A,Yangon,Member,Female,Fashion accessories,19.66,10,9.83,3/15/2019,18:20,Credit card,196.6,4.761904762,9.83,7.2
B,Mandalay,Member,Female,Health and beauty,25.32,8,10.128,3/5/2019,20:24,Ewallet,202.56,4.761904762,10.128,8.7
C,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,6.06,3/5/2019,13:44,Credit card,121.2,4.761904762,6.06,8.4
B,Mandalay,Normal,Male,Fashion accessories,99.89,2,9.989,2/26/2019,11:48,Ewallet,199.78,4.761904762,9.989,7.1
B,Mandalay,Normal,Male,Sports and travel,75.92,8,30.368,3/20/2019,14:14,Cash,607.36,4.761904762,30.368,5.5
C,Naypyitaw,Normal,Female,Electronic accessories,63.22,2,6.322,1/1/2019,15:51,Cash,126.44,4.761904762,6.322,8.5
C,Naypyitaw,Normal,Female,Food and beverages,90.24,6,27.072,1/27/2019,11:17,Cash,541.44,4.761904762,27.072,6.2
B,Mandalay,Member,Female,Sports and travel,98.13,1,4.9065,1/21/2019,17:36,Cash,98.13,4.761904762,4.9065,8.9
A,Yangon,Member,Female,Sports and travel,51.52,8,20.608,2/2/2019,15:47,Cash,412.16,4.761904762,20.608,9.6
B,Mandalay,Member,Male,Sports and travel,73.97,1,3.6985,2/3/2019,15:53,Credit card,73.97,4.761904762,3.6985,5.4
C,Naypyitaw,Member,Female,Fashion accessories,31.9,1,1.595,1/5/2019,12:40,Ewallet,31.9,4.761904762,1.595,9.1
C,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,6.94,1/27/2019,19:48,Ewallet,138.8,4.761904762,6.94,9
B,Mandalay,Normal,Female,Sports and travel,93.31,2,9.331,3/25/2019,17:53,Cash,186.62,4.761904762,9.331,6.3
B,Mandalay,Normal,Male,Sports and travel,88.45,1,4.4225,2/25/2019,16:36,Credit card,88.45,4.761904762,4.4225,9.5
A,Yangon,Member,Male,Electronic accessories,24.18,8,9.672,1/28/2019,20:54,Ewallet,193.44,4.761904762,9.672,9.8
B,Mandalay,Member,Female,Sports and travel,48.5,3,7.275,1/8/2019,12:50,Cash,145.5,4.761904762,7.275,6.7
B,Mandalay,Normal,Female,Food and beverages,84.05,6,25.215,1/29/2019,10:48,Credit card,504.3,4.761904762,25.215,7.7
B,Mandalay,Member,Male,Health and beauty,61.29,5,15.3225,3/29/2019,14:28,Cash,306.45,4.761904762,15.3225,7
C,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,4.785,2/9/2019,17:15,Credit card,95.7,4.761904762,4.785,5.1
B,Mandalay,Member,Female,Sports and travel,90.74,7,31.759,1/16/2019,18:03,Credit card,635.18,4.761904762,31.759,6.2
A,Yangon,Normal,Female,Home and lifestyle,42.91,5,10.7275,1/5/2019,17:29,Ewallet,214.55,4.761904762,10.7275,6.1
A,Yangon,Normal,Female,Fashion accessories,54.28,7,18.998,1/27/2019,18:05,Ewallet,379.96,4.761904762,18.998,9.3
A,Yangon,Normal,Male,Electronic accessories,99.55,7,34.8425,3/14/2019,12:07,Cash,696.85,4.761904762,34.8425,7.6
C,Naypyitaw,Member,Male,Sports and travel,58.39,7,20.4365,2/23/2019,19:49,Credit card,408.73,4.761904762,20.4365,8.2
C,Naypyitaw,Member,Female,Fashion accessories,51.47,1,2.5735,3/18/2019,15:52,Ewallet,51.47,4.761904762,2.5735,8.5
B,Mandalay,Member,Male,Health and beauty,54.86,5,13.715,3/29/2019,16:48,Ewallet,274.3,4.761904762,13.715,9.8
C,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,9.8475,1/22/2019,20:46,Credit card,196.95,4.761904762,9.8475,8.7
A,Yangon,Normal,Male,Home and lifestyle,34.73,2,3.473,3/1/2019,18:14,Ewallet,69.46,4.761904762,3.473,9.7
C,Naypyitaw,Member,Male,Sports and travel,71.92,5,17.98,1/17/2019,15:05,Credit card,359.6,4.761904762,17.98,4.3
B,Mandalay,Normal,Female,Electronic accessories,45.71,3,6.8565,3/26/2019,10:34,Credit card,137.13,4.761904762,6.8565,7.7
C,Naypyitaw,Member,Female,Home and lifestyle,83.17,6,24.951,3/20/2019,11:23,Cash,499.02,4.761904762,24.951,7.3
A,Yangon,Member,Female,Home and lifestyle,37.44,6,11.232,2/6/2019,13:55,Credit card,224.64,4.761904762,11.232,5.9
C,Naypyitaw,Normal,Male,Health and beauty,62.87,2,6.287,1/1/2019,11:43,Cash,125.74,4.761904762,6.287,5
A,Yangon,Normal,Male,Food and beverages,81.71,6,24.513,1/27/2019,14:36,Credit card,490.26,4.761904762,24.513,8
A,Yangon,Member,Female,Sports and travel,91.41,5,22.8525,2/25/2019,16:03,Ewallet,457.05,4.761904762,22.8525,7.1
B,Mandalay,Normal,Male,Fashion accessories,39.21,4,7.842,1/16/2019,20:03,Credit card,156.84,4.761904762,7.842,9
B,Mandalay,Member,Male,Fashion accessories,59.86,2,5.986,1/13/2019,14:55,Ewallet,119.72,4.761904762,5.986,6.7
B,Mandalay,Member,Female,Food and beverages,54.36,10,27.18,2/7/2019,11:28,Credit card,543.6,4.761904762,27.18,6.1
A,Yangon,Normal,Male,Sports and travel,98.09,9,44.1405,2/17/2019,19:41,Cash,882.81,4.761904762,44.1405,9.3
A,Yangon,Normal,Male,Health and beauty,25.43,6,7.629,2/12/2019,19:01,Ewallet,152.58,4.761904762,7.629,7
A,Yangon,Member,Male,Fashion accessories,86.68,8,34.672,1/24/2019,18:04,Credit card,693.44,4.761904762,34.672,7.2
B,Mandalay,Normal,Male,Electronic accessories,22.95,10,11.475,2/6/2019,19:20,Ewallet,229.5,4.761904762,11.475,8.2
C,Naypyitaw,Normal,Female,Food and beverages,16.31,9,7.3395,3/26/2019,10:31,Ewallet,146.79,4.761904762,7.3395,8.4
A,Yangon,Normal,Female,Home and lifestyle,28.32,5,7.08,3/11/2019,13:28,Ewallet,141.6,4.761904762,7.08,6.2
C,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,5.8345,2/7/2019,11:36,Ewallet,116.69,4.761904762,5.8345,7.4
B,Mandalay,Member,Female,Fashion accessories,73.96,1,3.698,1/5/2019,11:32,Credit card,73.96,4.761904762,3.698,5
A,Yangon,Normal,Male,Home and lifestyle,97.94,1,4.897,3/7/2019,11:44,Ewallet,97.94,4.761904762,4.897,6.9
A,Yangon,Normal,Female,Fashion accessories,73.05,4,14.61,2/25/2019,17:16,Credit card,292.2,4.761904762,14.61,4.9
C,Naypyitaw,Member,Female,Food and beverages,87.48,6,26.244,2/1/2019,18:43,Ewallet,524.88,4.761904762,26.244,5.1
A,Yangon,Normal,Male,Home and lifestyle,30.68,3,4.602,1/22/2019,11:00,Ewallet,92.04,4.761904762,4.602,9.1
C,Naypyitaw,Member,Male,Health and beauty,75.88,1,3.794,1/3/2019,10:30,Credit card,75.88,4.761904762,3.794,7.1
B,Mandalay,Member,Female,Sports and travel,20.18,4,4.036,2/13/2019,12:14,Credit card,80.72,4.761904762,4.036,5
C,Naypyitaw,Member,Male,Electronic accessories,18.77,6,5.631,1/28/2019,16:43,Credit card,112.62,4.761904762,5.631,5.5
B,Mandalay,Normal,Female,Food and beverages,71.2,1,3.56,1/5/2019,20:40,Credit card,71.2,4.761904762,3.56,9.2
B,Mandalay,Member,Male,Home and lifestyle,38.81,4,7.762,3/19/2019,13:40,Ewallet,155.24,4.761904762,7.762,4.9
A,Yangon,Normal,Female,Fashion accessories,29.42,10,14.71,1/12/2019,16:23,Ewallet,294.2,4.761904762,14.71,8.9
A,Yangon,Normal,Male,Sports and travel,60.95,9,27.4275,1/7/2019,12:08,Credit card,548.55,4.761904762,27.4275,6
B,Mandalay,Normal,Female,Sports and travel,51.54,5,12.885,1/26/2019,17:45,Cash,257.7,4.761904762,12.885,4.2
A,Yangon,Normal,Female,Electronic accessories,66.06,6,19.818,1/23/2019,10:28,Cash,396.36,4.761904762,19.818,7.3
B,Mandalay,Normal,Male,Fashion accessories,57.27,3,8.5905,2/9/2019,20:31,Ewallet,171.81,4.761904762,8.5905,6.5
B,Mandalay,Normal,Female,Fashion accessories,54.31,9,24.4395,2/22/2019,10:49,Cash,488.79,4.761904762,24.4395,8.9
B,Mandalay,Normal,Female,Health and beauty,58.24,9,26.208,2/5/2019,12:34,Cash,524.16,4.761904762,26.208,9.7
C,Naypyitaw,Normal,Male,Electronic accessories,22.21,6,6.663,3/7/2019,10:23,Credit card,133.26,4.761904762,6.663,8.6
A,Yangon,Member,Male,Electronic accessories,19.32,7,6.762,3/25/2019,18:51,Cash,135.24,4.761904762,6.762,6.9
B,Mandalay,Normal,Male,Home and lifestyle,37.48,3,5.622,1/20/2019,13:45,Credit card,112.44,4.761904762,5.622,7.7
B,Mandalay,Member,Female,Fashion accessories,72.04,2,7.204,2/4/2019,19:38,Cash,144.08,4.761904762,7.204,9.5
C,Naypyitaw,Member,Female,Food and beverages,98.52,10,49.26,1/30/2019,20:23,Ewallet,985.2,4.761904762,49.26,4.5
A,Yangon,Member,Male,Food and beverages,41.66,6,12.498,1/2/2019,15:24,Ewallet,249.96,4.761904762,12.498,5.6
A,Yangon,Member,Female,Home and lifestyle,72.42,3,10.863,3/29/2019,16:54,Ewallet,217.26,4.761904762,10.863,8.2
B,Mandalay,Normal,Male,Electronic accessories,21.58,9,9.711,3/14/2019,12:32,Cash,194.22,4.761904762,9.711,7.3
C,Naypyitaw,Normal,Male,Food and beverages,89.2,10,44.6,2/11/2019,15:42,Credit card,892,4.761904762,44.6,4.4
B,Mandalay,Normal,Female,Electronic accessories,42.42,8,16.968,1/30/2019,13:58,Ewallet,339.36,4.761904762,16.968,5.7
A,Yangon,Member,Male,Electronic accessories,74.51,6,22.353,3/20/2019,15:08,Ewallet,447.06,4.761904762,22.353,5
B,Mandalay,Normal,Male,Fashion accessories,99.25,2,9.925,3/20/2019,13:02,Cash,198.5,4.761904762,9.925,9
A,Yangon,Normal,Female,Food and beverages,81.21,10,40.605,1/17/2019,13:01,Credit card,812.1,4.761904762,40.605,6.3
C,Naypyitaw,Normal,Female,Sports and travel,49.33,10,24.665,2/3/2019,16:40,Credit card,493.3,4.761904762,24.665,9.4
A,Yangon,Normal,Female,Fashion accessories,65.74,9,29.583,1/1/2019,13:55,Cash,591.66,4.761904762,29.583,7.7
B,Mandalay,Normal,,Fashion accessories,79.86,7,27.951,1/10/2019,10:33,Credit card,559.02,4.761904762,27.951,5.5
C,Naypyitaw,Normal,Female,Sports and travel,73.98,7,25.893,3/2/2019,16:42,Ewallet,517.86,4.761904762,25.893,4.1
B,Mandalay,Member,Female,Home and lifestyle,82.04,5,20.51,2/25/2019,17:16,Credit card,410.2,4.761904762,20.51,7.6
B,Mandalay,Member,Male,Sports and travel,26.67,10,13.335,1/29/2019,11:48,Cash,266.7,4.761904762,13.335,8.6
A,Yangon,,Male,Food and beverages,10.13,7,3.5455,3/10/2019,19:35,Ewallet,70.91,4.761904762,3.5455,8.3
B,Mandalay,Normal,Male,Food and beverages,72.39,2,7.239,1/13/2019,19:55,Credit card,144.78,4.761904762,7.239,8.1
A,Yangon,Normal,Male,Sports and travel,85.91,5,21.4775,3/22/2019,14:33,Credit card,429.55,4.761904762,21.4775,8.6
B,Mandalay,Member,Male,Fashion accessories,81.31,7,28.4585,3/1/2019,19:49,Ewallet,569.17,4.761904762,28.4585,6.3
B,Mandalay,Normal,Male,Food and beverages,60.3,4,12.06,2/20/2019,18:43,Cash,241.2,4.761904762,12.06,5.8
C,Naypyitaw,Normal,Male,Food and beverages,31.77,4,6.354,1/14/2019,14:43,Ewallet,127.08,4.761904762,6.354,6.2
A,Yangon,Normal,Female,Health and beauty,64.27,4,12.854,3/26/2019,13:54,Cash,257.08,4.761904762,12.854,7.7
B,Mandalay,Normal,Male,Health and beauty,69.51,2,6.951,3/1/2019,12:15,Ewallet,139.02,4.761904762,6.951,8.1
C,Naypyitaw,Normal,Male,Food and beverages,27.22,3,4.083,1/7/2019,12:37,Cash,81.66,4.761904762,4.083,7.3
A,Yangon,Member,Female,Health and beauty,77.68,4,15.536,2/1/2019,19:54,Cash,310.72,4.761904762,15.536,8.4
C,Naypyitaw,Member,Female,Fashion accessories,92.98,2,9.298,2/13/2019,15:06,Credit card,185.96,4.761904762,9.298,8
B,Mandalay,Member,Female,Fashion accessories,18.08,4,3.616,1/14/2019,18:03,Credit card,72.32,4.761904762,3.616,9.5
B,Mandalay,Normal,,Sports and travel,63.06,3,9.459,1/19/2019,15:58,Ewallet,189.18,4.761904762,9.459,7
A,Yangon,Normal,Male,Health and beauty,51.71,4,10.342,3/9/2019,13:53,Credit card,206.84,4.761904762,10.342,9.8
A,Yangon,,Female,Food and beverages,52.34,3,7.851,3/27/2019,14:03,Cash,157.02,4.761904762,7.851,9.2
A,Yangon,Normal,Female,Sports and travel,43.06,5,10.765,2/4/2019,16:38,Ewallet,215.3,4.761904762,10.765,7.7
C,Naypyitaw,Normal,Male,Fashion accessories,59.61,10,29.805,3/14/2019,11:07,Cash,596.1,4.761904762,29.805,5.3
A,Yangon,Normal,Male,Health and beauty,14.62,5,3.655,3/4/2019,12:23,Cash,73.1,4.761904762,3.655,4.4
C,Naypyitaw,Member,Male,Health and beauty,46.53,6,13.959,3/3/2019,10:54,Credit card,279.18,4.761904762,13.959,4.3
C,Naypyitaw,Member,Female,Home and lifestyle,24.24,7,8.484,1/27/2019,17:38,Ewallet,169.68,4.761904762,8.484,9.4
A,Yangon,Member,Female,Sports and travel,45.58,1,2.279,2/7/2019,14:13,Cash,45.58,4.761904762,2.279,9.8
A,Yangon,Member,Female,Sports and travel,75.2,3,11.28,2/5/2019,11:51,Ewallet,225.6,4.761904762,11.28,4.8
B,Mandalay,Member,Male,Sports and travel,96.8,3,14.52,3/15/2019,13:05,Cash,290.4,4.761904762,14.52,5.3
B,Mandalay,Normal,Male,Health and beauty,14.82,3,2.223,3/1/2019,11:30,Credit card,44.46,4.761904762,2.223,8.7
A,Yangon,Normal,Male,Food and beverages,52.2,3,7.83,2/15/2019,13:30,Credit card,156.6,4.761904762,7.83,9.5
C,Naypyitaw,Normal,Female,Sports and travel,46.66,9,20.997,2/17/2019,19:11,Ewallet,419.94,4.761904762,20.997,5.3
C,Naypyitaw,Normal,Female,Fashion accessories,36.85,5,9.2125,1/26/2019,18:53,Cash,184.25,4.761904762,9.2125,9.2
A,Yangon,Member,Female,Home and lifestyle,70.32,2,7.032,3/24/2019,14:22,Ewallet,140.64,4.761904762,7.032,9.6
C,Naypyitaw,Normal,Male,Electronic accessories,83.08,1,4.154,1/23/2019,17:16,Ewallet,83.08,4.761904762,4.154,6.4
C,Naypyitaw,Normal,Female,Fashion accessories,64.99,1,3.2495,1/26/2019,10:06,Credit card,64.99,4.761904762,3.2495,4.5
C,Naypyitaw,Normal,Male,Food and beverages,77.56,10,38.78,3/14/2019,20:35,Ewallet,775.6,4.761904762,38.78,6.9
B,Mandalay,Normal,Female,Sports and travel,54.51,6,16.353,3/17/2019,13:54,Ewallet,327.06,4.761904762,16.353,7.8
C,Naypyitaw,Member,Female,Fashion accessories,51.89,7,18.1615,1/8/2019,20:08,Cash,363.23,4.761904762,18.1615,4.5
B,Mandalay,Normal,Male,Home and lifestyle,31.75,4,6.35,2/8/2019,15:26,Cash,127,4.761904762,6.35,8.6
A,Yangon,Member,Female,Fashion accessories,53.65,7,18.7775,2/10/2019,12:56,Ewallet,375.55,4.761904762,18.7775,5.2
C,Naypyitaw,Member,Female,Food and beverages,49.79,4,9.958,3/28/2019,19:16,Credit card,199.16,4.761904762,9.958,6.4
A,Yangon,Normal,Male,Fashion accessories,30.61,1,1.5305,1/23/2019,12:20,Ewallet,30.61,4.761904762,1.5305,5.2
B,Mandalay,Member,Male,Food and beverages,57.89,2,5.789,1/17/2019,10:37,Ewallet,115.78,4.761904762,5.789,8.9
A,Yangon,Normal,Female,Electronic accessories,28.96,1,1.448,2/7/2019,10:18,Credit card,28.96,4.761904762,1.448,6.2
C,Naypyitaw,Member,Female,Food and beverages,98.97,9,44.5365,3/9/2019,11:23,Cash,890.73,4.761904762,44.5365,6.7
B,Mandalay,Member,Male,Fashion accessories,93.22,3,13.983,1/24/2019,11:45,Cash,279.66,4.761904762,13.983,7.2
C,Naypyitaw,,Male,Sports and travel,80.93,1,4.0465,1/19/2019,16:08,Credit card,80.93,4.761904762,4.0465,9
A,Yangon,Member,Male,Food and beverages,67.45,10,33.725,2/3/2019,11:25,Ewallet,674.5,4.761904762,33.725,4.2
A,Yangon,Member,,Sports and travel,38.72,9,17.424,3/20/2019,12:24,Ewallet,348.48,4.761904762,17.424,4.2
B,Mandalay,Member,Male,Sports and travel,72.6,6,21.78,1/13/2019,19:51,Cash,435.6,4.761904762,21.78,6.9
C,Naypyitaw,Member,Male,Electronic accessories,87.91,5,21.9775,3/14/2019,18:10,Ewallet,439.55,4.761904762,21.9775,4.4
A,Yangon,Member,Male,Food and beverages,98.53,6,29.559,1/23/2019,11:22,Credit card,591.18,4.761904762,29.559,4
C,Naypyitaw,Member,Female,Fashion accessories,43.46,6,13.038,2/7/2019,17:55,Ewallet,260.76,4.761904762,13.038,8.5
A,Yangon,Normal,Female,Food and beverages,71.68,3,10.752,3/28/2019,15:30,Credit card,215.04,4.761904762,10.752,9.2
A,Yangon,Member,Female,Food and beverages,91.61,1,4.5805,3/20/2019,19:44,Cash,91.61,4.761904762,4.5805,9.8
B,Mandalay,Member,Female,Home and lifestyle,94.59,7,33.1065,1/17/2019,15:27,Credit card,662.13,4.761904762,33.1065,4.9
B,Mandalay,Normal,Female,Fashion accessories,83.25,10,41.625,1/12/2019,11:25,Credit card,832.5,4.761904762,41.625,4.4
B,Mandalay,Member,Male,Fashion accessories,91.35,1,4.5675,2/16/2019,15:42,Cash,91.35,4.761904762,4.5675,6.8
